experiment,language,qid,query_en,query_used,expanded_query,stage,rank,doc_id,retrieval_score,cross_encoder_score
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,2,d18593,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,3,d16748,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,4,d17051,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,5,d18011,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,6,d17070,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,7,d17413,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,8,d19623,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,9,d18013,0.8492170572280884,
tqe_only,english,q20198,how to compile python program to use in c++,how to compile python program to use in c++ method function query loop update,,retrieval_only,10,d17893,0.8492170572280884,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,1,d2231,0.873106837272644,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,2,d5224,0.873106837272644,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,3,d18862,0.8590959310531616,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,4,d10882,0.8575280904769897,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,5,d4965,0.8575280904769897,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,6,d6788,0.8575280904769897,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,7,d6098,0.8575280904769897,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,8,d9053,0.8575280904769897,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,9,d1288,0.8553453087806702,
tqe_only,english,q20199,python img to bytearray,python img to bytearray error integer array row loop,,retrieval_only,10,d20504,0.8553453087806702,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,1,d1054,0.8660483360290527,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,2,d16427,0.8608556389808655,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,3,d8511,0.8608556389808655,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,4,d12468,0.8608556389808655,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,5,d7315,0.8608556389808655,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,6,d2000,0.8599096536636353,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,7,d11823,0.8548940420150757,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,8,d11135,0.8501958847045898,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,9,d20142,0.8475911021232605,
tqe_only,english,q20200,how to use access token oauth python,how to use access token oauth python update open error method database,,retrieval_only,10,d7846,0.8470771312713623,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,1,d15708,0.8945394158363342,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,2,d13167,0.8945394158363342,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,3,d20567,0.8734955787658691,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,4,d20061,0.8734955787658691,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,5,d15240,0.8657444715499878,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,6,d14778,0.8657444715499878,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,7,d15279,0.8657444715499878,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,8,d7786,0.8657444715499878,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,9,d4115,0.8657444715499878,
tqe_only,english,q20201,have python line continue on to next line,have python line continue on to next line loop close error integer query,,retrieval_only,10,d650,0.8657444715499878,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,1,d18973,0.8758794069290161,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,2,d12219,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,3,d12680,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,4,d9768,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,5,d62,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,6,d1838,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,7,d6618,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,8,d20202,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,9,d3482,0.8731725811958313,
tqe_only,english,q20202,precision of ints in python,precision of ints in python integer error parameter function variable,,retrieval_only,10,d6232,0.8731725811958313,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,1,d20203,0.8919358253479004,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,2,d5503,0.8644871115684509,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,3,d18285,0.8623319864273071,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,4,d7229,0.8617939352989197,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,5,d11288,0.8603712320327759,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,6,d6730,0.8572189807891846,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,7,d13347,0.8572189807891846,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,8,d8172,0.8572189807891846,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,9,d5057,0.8572189807891846,
tqe_only,english,q20203,modify the dice roll program to call a function for the die roll s python,modify the dice roll program to call a function for the die roll s python function add loop dictionary write,,retrieval_only,10,d787,0.8572189807891846,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,1,d8132,0.8690106868743896,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,2,d12157,0.8690106868743896,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,3,d14613,0.8684691190719604,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,4,d13110,0.8642182350158691,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,5,d6329,0.8642182350158691,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,6,d4933,0.8642182350158691,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,7,d16140,0.8642182350158691,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,8,d10571,0.8642182350158691,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,9,d10231,0.8642182350158691,
tqe_only,english,q20204,python 'namespace' object is not iterable,python 'namespace' object is not iterable error integer close array function,,retrieval_only,10,d12432,0.8642182350158691,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,1,d11358,0.8898061513900757,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,2,d2714,0.8876548409461975,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,3,d20205,0.8876548409461975,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,4,d12191,0.8810228109359741,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,5,d10884,0.8810228109359741,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,6,d666,0.8726101517677307,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,7,d9868,0.8701375722885132,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,8,d9722,0.8701375722885132,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,9,d12096,0.8701375722885132,
tqe_only,english,q20205,how to specify seed for python random,how to specify seed for python random method save error parameter integer,,retrieval_only,10,d6732,0.8701375722885132,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,1,d6799,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,2,d1753,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,3,d3884,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,4,d10278,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,5,d11512,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,6,d13915,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,7,d20206,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,8,d12091,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,9,d6555,0.8908841609954834,
tqe_only,english,q20206,python use default arg,python use default arg error parameter variable integer function,,retrieval_only,10,d5714,0.8757420778274536,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,1,d4496,0.8798059225082397,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,2,d18161,0.8708428144454956,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,3,d17883,0.8708428144454956,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,4,d16829,0.8708428144454956,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,5,d16885,0.8708428144454956,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,6,d19591,0.8708428144454956,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,7,d9143,0.864675760269165,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,8,d19272,0.8641275763511658,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,9,d16732,0.8641275763511658,
tqe_only,english,q20207,python change array dtype to int,python change array dtype to int array integer update error parameter,,retrieval_only,10,d18207,0.8641275763511658,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,1,d279,0.8781919479370117,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,2,d14566,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,3,d14422,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,4,d10486,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,5,d11913,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,6,d8442,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,7,d10987,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,8,d16397,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,9,d2128,0.8741729855537415,
tqe_only,english,q20208,python forcible close socket before opening,python forcible close socket before opening close open error delete loop,,retrieval_only,10,d9745,0.8712958097457886,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,1,d15149,0.8792023658752441,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,2,d7859,0.8792023658752441,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,3,d7607,0.8792023658752441,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,4,d12200,0.8792023658752441,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,5,d1824,0.8792023658752441,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,6,d3383,0.8792023658752441,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,7,d11261,0.8792023658752441,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,8,d8939,0.8753767013549805,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,9,d2257,0.8753767013549805,
tqe_only,english,q20209,python series'value non zero index,python series'value non zero index integer error variable parameter row,,retrieval_only,10,d16523,0.8753767013549805,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,1,d4048,0.871475338935852,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,2,d5503,0.8627967834472656,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,3,d15802,0.8612692952156067,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,4,d9082,0.8612692952156067,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,5,d4020,0.8612692952156067,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,6,d9675,0.8612692952156067,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,7,d9677,0.8612692952156067,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,8,d8558,0.8612692952156067,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,9,d11847,0.8612692952156067,
tqe_only,english,q20210,how to add a number to certain elements of an array numpy python,how to add a number to certain elements of an array numpy python add array integer error update,,retrieval_only,10,d11849,0.8612692952156067,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,1,d4278,0.8682171702384949,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,2,d908,0.8662351369857788,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,3,d12790,0.8655028343200684,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,4,d12459,0.8655028343200684,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,5,d20211,0.8655028343200684,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,6,d15686,0.8655028343200684,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,7,d14288,0.8615752458572388,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,8,d9731,0.8615752458572388,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,9,d16030,0.8615752458572388,
tqe_only,english,q20211,python unit test and coverage at same time,python unit test and coverage at same time update parameter search error variable,,retrieval_only,10,d10242,0.8615752458572388,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,1,d5021,0.8618876934051514,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,2,d4645,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,3,d4647,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,4,d15613,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,5,d13236,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,6,d13878,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,7,d12816,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,8,d13081,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,9,d11406,0.8512418866157532,
tqe_only,english,q20212,python only list files with specific extension,python only list files with specific extension list file database error integer,,retrieval_only,10,d15685,0.8498040437698364,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,1,d8373,0.8520079255104065,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,2,d7938,0.8520079255104065,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,3,d14938,0.8520079255104065,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,4,d6659,0.8520079255104065,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,5,d14708,0.8520079255104065,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,6,d6679,0.8520079255104065,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,7,d14725,0.8520079255104065,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,8,d12725,0.8467848896980286,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,9,d10474,0.8467848896980286,
tqe_only,english,q20213,python global type hinting,python global type hinting method integer variable condition dictionary,,retrieval_only,10,d5785,0.8467848896980286,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,1,d8754,0.893295168876648,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,2,d6937,0.893295168876648,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,3,d11033,0.893295168876648,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,4,d20214,0.893295168876648,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,5,d4885,0.893295168876648,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,6,d9039,0.893295168876648,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,7,d12493,0.8794451355934143,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,8,d82,0.8794451355934143,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,9,d1058,0.8794451355934143,
tqe_only,english,q20214,how to make a function in python to take the average of list numbers,how to make a function in python to take the average of list numbers function list method parameter integer,,retrieval_only,10,d16481,0.8794451355934143,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,1,d12356,0.8885493278503418,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,2,d8376,0.8885493278503418,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,3,d6279,0.8885493278503418,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,4,d19611,0.8885493278503418,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,5,d4176,0.8885493278503418,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,6,d4164,0.8885493278503418,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,7,d13884,0.8885493278503418,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,8,d11665,0.8867795467376709,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,9,d8490,0.8867795467376709,
tqe_only,english,q20215,check if two arrays are equal python,check if two arrays are equal python array error integer variable loop,,retrieval_only,10,d2349,0.8867795467376709,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,1,d13658,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,2,d13762,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,3,d5577,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,4,d1340,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,5,d8190,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,6,d1247,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,7,d1338,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,8,d15239,0.8737919926643372,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,9,d17562,0.8678601980209351,
tqe_only,english,q20216,python round down numpy,python round down numpy row integer loop error function,,retrieval_only,10,d17437,0.8678601980209351,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,1,d20217,0.8774617910385132,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,2,d5878,0.8644634485244751,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,3,d17368,0.8522608280181885,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,4,d19349,0.8522608280181885,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,5,d18453,0.8522608280181885,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,6,d18007,0.8521530628204346,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,7,d13633,0.8521521091461182,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,8,d14641,0.8521521091461182,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,9,d9024,0.8521521091461182,
tqe_only,english,q20217,python pywin32 screenshoot refresh,python pywin32 screenshoot refresh update error column parameter return,,retrieval_only,10,d7675,0.8521521091461182,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,1,d104,0.8624938726425171,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,2,d636,0.8624938726425171,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,3,d1425,0.8624938726425171,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,4,d8017,0.8624938726425171,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,5,d4276,0.8580408096313477,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,6,d2964,0.8561301231384277,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,7,d5515,0.8561301231384277,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,8,d2459,0.8561301231384277,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,9,d1745,0.8561301231384277,
tqe_only,english,q20218,get largest date from a list python,get largest date from a list python list data search sort get,,retrieval_only,10,d2669,0.8561301231384277,
tqe_only,english,q20219,python lock no blocking,python lock no blocking error close loop delete update,,retrieval_only,1,d4402,0.8706275820732117,
tqe_only,english,q20219,python lock no blocking,python lock no blocking error close loop delete update,,retrieval_only,2,d9399,0.8706275820732117,
tqe_only,english,q20219,python lock no blocking,python lock no blocking error close loop delete update,,retrieval_only,3,d14732,0.8706275820732117,
tqe_only,english,q20219,python lock no blocking,python lock no blocking error close loop delete update,,retrieval_only,4,d3556,0.8624732494354248,
